INCID,OGDINCID,CALLFROM,CALLDATE,FAILDATE,EASTING,NORTHING,LOCATION,SLOPENUM,FEATTYPE,SCALE,FACAFF,CONSEC,CONSEC - DEATHNO,CONSEC - INJURYNO,CONSEC - EVACUATED,CONSEC - ROADCLOSED
2018/06/2172,-,LandsD,09/06/2018,-,827664,841493,"East of Tit Hang, Kwu Tung",2SE-B/C370,Soil Cut,0.04,Access road,-,-,-,-,-
2018/06/2171,-,LandsD,08/06/2018,-,837090,826872,"Behind House No. 397, Tin Liu Village, Shatin",7SW-D/C140,Soil Cut,1.8,Other (alleyway),Alleyway termporarily closed,-,-,-,-
2018/06/2170,-,Public,08/06/2018,06/06/2018,834596,833487,"Adjoining the east of Ting Wai Monastery, Tai Po",-,Soil Cut,10,Minor footpath,Minor footpath temporarily closed,-,-,-,-
2018/06/2168,-,Public,08/06/2018,08/06/2018,831526,826476,"Shing Mun Road (near junction with Cheung Shan Estate Road East), Tsuen Wan",-,Soil Cut,0.5,Road,-,-,-,-,-
2018/06/2167,-,Police,08/06/2018,-,837742,815217,"Above Feature No. 11SE-A/C412, Tung Wah Eastern Hospital",-,Natural Hillside,3,Building,-,-,-,-,-
2018/06/2166,-,Public,07/06/2018,07/06/2018,834110,838048,"Northwest of House Nos. 1A - 1D, Kau Lung Hang Tsuen, Tai Po",3SW-D/R18,Retaining Wall,3.4,Minor footpath,Minor footpath temporarily closed,-,-,-,-
2018/06/2165,HyD/NTW/2018/06/0010,Public,07/06/2018,06/06/2018,820555,825085,"Luen Tai Street, Tuen Mun",-,Natural Hillside,5,Nil,-,-,-,-,-
2018/06/1011LD,LandsD/2018/06/0118,LandsD,07/06/2018,07/06/2018,814526,828094,"Yeung Tsing Road, Tuen Mun",5SE-B/C170,Soil Cut,3.75,Open area,-,-,-,-,-
2018/06/1010LD,LandsD/2018/06/0116,LandsD,07/06/2018,07/06/2018,828562,827240,"Tso Kung Tam, Tsuen Wan",6SE-B/CR382,Soil Cut,2,Registered squatter dwelling,-,-,-,-,-
2018/06/1009AD,ArchSD/F/2018/06/0003,ArchSD,27/06/2018,27/06/2018,832115,837214,"Wo Hop Shek Cemetery, Fanling",3SW-C/C340,Soil Cut,9,Open area,-,-,-,-,-
2018/06/1008AD,ArchSD/F/2018/06/0002,ArchSD,13/06/2018,13/06/2018,832241,837252,"Wo Hop Shek Cemetery, Fanling",3SW-C/C336,Soil Cut,0.5,Open area,-,-,-,-,-
2018/06/1007AD,ArchSD/F/2018/06/0001,ArchSD,19/06/2018,19/06/2018,832694,837393,"Wo Hop Shek Cemetery, Fanling",3SW-C/C84,Soil Cut,3,Open area,-,-,-,-,-
2018/05/1006WS,WSD/2018/5/1/NTW,WSD,23/05/2018,-,832281,826485,"Southeast of Ha Lo Wai Service Reservoir, Kwai Chung",7SW-C/DT30,Disturbed Terrain,6,Nil,-,-,-,-,-
2018/05/1005AF,AFCD/2018/05/0001,AFCD,15/07/2018,-,830405,828340,"Chuen Lung Forest Track, 
Chuen Lung, Tusen Wan",7SW-A/C237,Soil/Rock Cut,2,Minor footpath,-,-,-,-,-
2018/04/2162,-,HyD,25/04/2018,24/04/2018,837732,813839,"East of Marymount Secondary School, Tai Hang Road",11SE-C/C54,Rock Cut,0.03,Road,-,-,-,-,-
2018/04/2161,HyD/NT/IS/2018-04,DO,18/04/2018,17/04/2018,817313,811482,"Near the public toilet at Shap Long San Tsuen, Lantau Island",-,Natural Hillside,12,Minor footpath,-,-,-,-,-
2018/04/2160,-,DO,23/03/2018,-,838692,815944,"Sir Cecil's Ride (100 m east of 
St. Joan of Arc Secondary School), Braemar Hill Road",-,Soil Cut,1.2,Minor Footpath,-,-,-,-,-
2018/04/2159,HyD/NTE/2018/04/0008,FSD,10/04/2018,10/04/2018,842992,821883,"Pak Shek Wo, Clear Water Bay, 
Sai Kung",11NE-B/FR137,Retaining Wall (Masonry),12,Pedestrian pavement,Pedestrian pavement temporarily closed,-,-,-,-
2018/04/1004WS,WSD/2018/4/1/NTW,WSD,07/04/2018,-,832824,826740,"Adjoining WSD access road NT41 near Spot Level 194, 
Jubilee Reservoir, Tsuen Wan",7SW-C/C837,Soil Cut,20,Access road,-,-,-,-,-
2018/03/2157,HYD/NT/IS/2018-03,Public,05/03/2018,-,829398,809522,"40 m northwest of Yung Shue Wan Main Street Playground, 
Lamma Island",-,Natural Hillside,0.5,Minor footpath,-,-,-,-,-
2018/03/2156,-,Public,12/03/2018,12/03/2018,833323,813507,"Above Feature No. 11SW-C/C681, 48 Mount Kellett Road",-,Natural Hillside,0.065,Access road,-,-,-,-,-
2018/03/2155,HyD/NTE/2018/01/0006,HyD,02/03/2018,-,810614,825806,"Lung Mun Road, Tuen Mun",5SE-C/C1,Soil/Rock Cut,5,Nil,-,-,-,-,-
2018/03/1003WS,WSD/2018/3/1/NTW,WSD,01/03/2018,-,831152,826068,"Adjoining the north of Tsuen Wan Fresh Water Service Reservoir, Tsuen Wan",7SW-C/F523,Fill Slope,4.8,Access road,-,-,-,-,-
2018/03/1002LD,LandsD/2018/03/0112,LandsD,16/03/2018,-,829350,810313,"East of Shek Li, Lamma Island",14NE-B/CR64,Soil Cut,10,Open area,-,-,-,-,-
2018/02/2153,HyD/NTE/2018/01/0005,DLO,09/02/2018,-,847602,818014,"Near Lamp Post No. N2424, Clear Water Bay Road, Sai Kung",-,Soil Cut,0.73,Pedestrian pavement,-,-,-,-,-
2018/02/2152,-,Public,13/02/2018,-,832628,815174,"Above Lugard Road 
(near No.28 Lugard Road)",-,Natural Hillside,0.027,Road,-,-,-,-,-
2018/02/2151,-,Police,13/02/2018,13/02/2018,831579,814758,"Near The University of Hong Kong Pathology Building, Queen Mary Hospital",-,Natural Hillside,0.001,Other (open carpark),Rear window of a parked car broken,-,-,-,-
2018/02/2150,HYD/SNW-21-217,Public,05/02/2018,-,833319,813512,"Above Feature No. 11SW-C/C681, 48 Mount Kellett Road",-,Natural Hillside,0.125,Access road,-,-,-,-,-
2018/02/2149,HyD/K/2018/02/0001,HyD,03/02/2018,03/02/2018,841177,820310,"Sau Mau Ping Police Station, 200 Hong Ning Road, Kwun Tong",11NE-C/C62,Soil/Rock Cut,0.02,Pedestrian pavement,Pedestrian pavement temporarily closed,-,-,-,-
2018/01/2146,HYD/NT/IS/2018-02,Public,12/01/2018,-,821542,807173,"Near Salesian Retreat House, 
Don Bosco Road, Cheung Chau",-,Natural Hillside,2,Minor footpath,-,-,-,-,-
2018/01/2145,-,Public,15/01/2018,-,838530,815773,"Sir Cecil's Ride (150 m south of 
St. Joan of Arc Secondary School), Braemar Hill Road",-,Soil Cut,3,Minor footpath,-,-,-,-,-
2018/01/2144,HYD/NT/IS/2018-01,Police,08/01/2018,-,806764,809703,"Wang Pui Road, Lantau Island",13NW-B/C20,Soil Cut,0.03,Access road,-,-,-,-,-
2018/01/2143,-,LandsD,02/01/2018,-,815064,831372,"Tsz Tin Tsuen, Tuen Mun",6NW-C/C70,Soil Cut,0.2,Minor footpath,-,-,-,-,-
2018/01/1001AF,AFCD/2018/01/0001,AFCD,15/01/2018,-,840972,813188,"Near Boa Vista, 
Tai Tam Country Park",-,Natural Hillside,0.5,Minor footpath,-,-,-,-,-
2017/12/2142,-,HyD,19/12/2017,-,837056,813918,"Between Feature Nos. 11SW-D/R141 and 11SW-D/C737, Stubbs Road",-,Soil Cut,0.1,Road,-,-,-,-,-
2017/11/2141,HyD/HK/2017/11/0035,HyD,29/11/2017,28/11/2017,836330,814207,Mount Nicholson Road,11SW-D/C337,Soil Cut,0.1,Road,-,-,-,-,-
2017/11/2140,HyD/HK2017/11/0034,Public,17/11/2017,13/11/2017,833281,813540,"Above Feature No. 11SW-C/C681, No. 48 Mount Kellett Road",-,Natural Hillside,0.1,Access road,-,-,-,-,-
2017/11/2139,-,Public,10/11/2017,-,819120,825405,"Siu Lam Village, Tuen Mun (near Lamp Post No. V5685)",-,Retaining Wall (Masonry),2,Open area,-,-,-,-,-
2017/11/1048WS,WSD/2017/11/1/HKI,WSD,20/11/2017,20/11/2017,832271,815752,Southwest of GLA -THK361/HGS/63,11SW-A/C1124,Soil Cut,2,Road,-,-,-,-,-
2017/10/2138,-,HyD,26/10/2017,26/10/2017,837473,813234,Black's Link,11SW-D/C1570,Soil Cut,0.33,Road,-,-,-,-,-
2017/10/2137,HyD/HK/2017/10/0033,Public,23/10/2017,-,837052,812076,North of 71 Deep Water Bay Road,-,Natural Hillside,0.1,Road,-,-,-,-,-
2017/10/2136,HyD/K/2017/10/0024,Public,17/10/2017,17/10/2017,841098,820161,"Junction of Hong Ning Road and Chun Wah Road, Kwun Tong",11NE-C/CR63,Soil/Rock Cut,0.31,Pedestrian pavement,-,-,-,-,-
2017/10/2135,HyD/HK/2017/10/0032,HyD,20/10/2017,20/10/2017,836289,814347,Mount Nicholson Road,-,Natural Hillside,0.18,Pedestrian pavement,-,-,-,-,-
2017/10/2133,-,CSD,29/09/2017,-,832850,822226,"South of Feature No. 11NW-A/CR28, Butterfly Valley Road, Lai Chi Kok",-,Rock Cut,0.4,Open area,-,-,-,-,-
2017/10/1046HY,HyD/NTE/2017/10/0037,HyD,23/10/2017,23/10/2017,844270,819115,"Po Lam Road South, Sai Kung (near Lamp Post No. N2287)",-,Natural Hillside,0.2,Access road,-,-,-,-,-
2017/10/1045AF,AFCD/2017/10/0001,AFCD,27/10/2017,27/10/2017,833577,828779,"Shing Mun Forest Track - Lead Mine Pass Section, Shing Mun Country Park",7SW-A/C27,Soil Cut,1.5,Access road,-,-,-,-,-
2017/09/2132,-,HyD,21/09/2017,18/09/2017,830882,814934,Opposite to No. 37 Mount Davis Road,-,Natural Hillside,0.002,Road,-,-,-,-,-
2017/09/2131,-,BD,14/09/2017,-,833698,822697,"South of Bamboo Villa, Sham Shui Po",11NW-A/F140,Fill Slope,18.8,Minor footpath,-,-,-,-,-
2017/09/2130,-,Public,14/09/2017,-,825025,839245,"Lot 76 77RP and 78RP in DD105, Mai Po Lung Road, San Tin, Yuen Long",2SE-A/C95,Soil Cut,0.6,Access road,-,-,-,-,-
2017/09/2129,-,DLO,13/09/2017,-,818099,825369,"North of No. 8 Tsing Fat Lane, Siu Sau, Tuen Mun",-,Natural Hillside,5,Nil,-,-,-,-,-
2017/09/2128,-,GEO,18/09/2017,28/08/2017,829734,826693,"Adjoining the south of Feature No. 6SE-D/C573, Tusen Wan",6SE-D/DT10,Disturbed Terrain,1.374,Open area,-,-,-,-,-
2017/09/2126,-,LandsD,05/09/2017,-,834962,832838,"North of Feature No. 
7NW-D/DT67, San Uk Ka, Tai Po",-,Retaining Wall (Masonry),5,Minor footpath,-,-,-,-,-
2017/09/1044WS,WSD/2017/09/5/HKI,WSD,04/09/2017,-,809685,809893,"Shek Pik Catchwater (Section E, CH2060 - CH2158), Lautau Island",13NE-A/CR141,Soil Cut,130,Catchwater,Catchwater blocked,-,-,-,-
2017/09/1041WS,WSD/2017/09/2/HKI,WSD,01/09/2017,-,805697,809494,"Adjoining catchwater near Spot Level 80.2, Tai Long Wan Tsuen, Lantau Island",13NW-B/CR259,Rock Cut,4.8,Catchwater,-,-,-,-,-
2017/09/1039LD,LandsD/2017/09/0109,HyD,27/09/2017,-,848666,818223,"Lung Ha Wan Road, Clearwater Bay, Sai Kung",12NW-C/C348,Soil Cut,0.2,Access road,-,-,-,-,-
2017/09/1038HY,HyD/NTE/2017/09/0022,HyD,18/09/2017,18/09/2017,832828,827258,"Shing Mun Road, Tusen Wan",7SW-A/C205,Soil Cut,1,Nil,-,-,-,-,-
2017/09/1037HY,HyD/NTE/2017/09/0021,HyD,11/09/2017,11/09/2017,832606,823065,"Cheung Hang Road, Lai Chi Kok",11NW-A/C276,Soil/Rock Cut,1,Access road,-,-,-,-,-
2017/09/1036HY,HyD/HK2017/09/0031,HyD,11/09/2017,11/09/2017,833990,814051,"Near Feature No. 11SW-D/R286, Peak Road",-,Soil Cut,0.1,Road,-,-,-,-,-
2017/09/1035AD,ArchSD/S/2017/09/0001,ArchSD,21/09/2017,14/09/2017,838428,810072,"Middle Bay Beach, Repulse Bay",15NE-A/F202,Fill Slope,8,Open area,-,-,-,-,-
2017/08/2125,-,CEDD,18/08/2017,-,834132,834203,"Behind House No. 201, Yat Wing Garden, Tai Po",-,Retaining Wall (Masonry),1,Open area,-,-,-,-,-
2017/08/2124,-,FSD,28/08/2017,-,837831,827915,"Behind House No. 279, Ha Wo Che, Shatin",7SE-A/C606,Soil Cut,0.4,Registered squatter dwelling,-,-,-,-,-
2017/08/2122,-,GEO,28/08/2017,27/08/2017,815852,811946,"House No. 123, Pui O Lo Wai Tsuen, Lantau Island",14NW-A/R25,Retaining Wall (Masonry),35,Building,-,-,-,-,-
2017/08/2121,-,Public,28/08/2017,27/08/2017,832816,827290,"Below Shing Mun Country Park Visitor Centre, Tsuen Wan",7SW-A/C229,Soil Cut,11,Construction site affected,-,-,-,-,-
2017/08/2120,-,FSD,28/08/2017,-,837021,826768,To Fung Shan Road (near Lamp Post No. EB1841),7SW-D/F334,Fill Slope,20,Road,-,-,-,-,-
2017/08/2118,-,HyD,28/08/2017,-,835452,814686,Opposite to No. 28 Peak Road,11SW-D/C589,Soil/Rock Cut,0.2,Road,-,-,-,-,-
2017/08/2112,-,Public,18/08/2017,-,820555,825085,"East of Feature No. 6SW-D/C523, House No. 110, Tai Lam Chung Tsuen, Tuen Mun",-,Natural Hillside,3,Nil,-,-,-,-,-
2017/08/2107,HyD/HK/2017/08/0029,Public,18/08/2017,-,832047,814933,"Adjacent to Feature No. 11SW-C/C306, Harlech Road",-,Natural Hillside,0.3,Minor footpath,-,-,-,-,-
2017/08/2106,-,Police,21/08/2017,-,833373,814795,Adjoining No. 8 Mount Austin Road,-,Natural Hillside,5,Building,-,-,-,-,-
2017/08/2105,-,HyD,21/08/2017,08/08/2017,833739,812694,"Adjacent to Feature No. 11SW-C/F286, Near Tin Lai House, Tin Wan Estate",-,Natural Hillside,0.027,Open area,-,-,-,-,-
2017/08/2102,-,Public,13/08/2017,-,840531,825380,"Fu Yung Pei, Shatin",-,Soil Cut,12,Access road,-,-,-,-,-
2017/08/2101,-,DLO,10/08/2017,-,842063,821575,"Tseng Lan Shue, Sai Kung (near Lamp Post Nos. VE0009 and VE0010)",-,Natural Hillside,0.5,Road,-,-,-,-,-
2017/08/2100,-,HAD,11/08/2017,-,843049,831767,"Southeast of Li On Estate, 
Ma On Shan",-,Fill Slope,0.15,Minor footpath,-,-,-,-,-
2017/08/2099,-,Public,08/08/2017,24/07/2017,842563,837543,"Near House No. H12, Tai Mei Tuk Government Bungalows, Tai Po",-,Soil Cut,0.79,Pedestrian pavement,-,-,-,-,-
2017/08/2098,-,DLO,07/08/2017,24/07/2017,832317,813402,Near No. 100M Pokfulam Village,-,Retaining Wall,0.05,Open area,-,-,-,-,-
2017/08/2097,-,HyD,09/08/2017,-,833558,814936,"Near Feature No. 11SW-C/C818, Old Peak Road",-,Fill Slope,1,Road,-,-,-,-,-
2017/08/2096,WSD/2017/08/2/NTW,WSD,08/08/2017,06/08/2017,830852,825140,"South of Feature No. 7SW-C/C537, Near Tai Wo Hau Estate, 
Kwai Tsing",-,Natural Hillside,12,Minor footpath,-,-,-,-,-
2017/08/2095,-,HyD,04/08/2017,-,830862,814929,"Above Feature No. 11SW-C/C212, Mount Davis Road",-,Natural Hillside,0.004,Road,-,-,-,-,-
2017/08/2094,-,Public,28/07/2017,-,839509,843026,"Luk Keng Road, Tai Po",3NE-C/C129,Soil Cut,0.004,Road,-,-,-,-,-
2017/08/2093,-,Public,01/08/2017,-,839417,816817,Pak Fuk Road near Braemar Terrace,-,Soil Cut,0.15,Minor footpath,-,-,-,-,-
2017/08/1034WS,WSD/2017/08/1/HKIb,WSD,07/08/2017,-,843094,812856,Mt. Pottinger South Catchwater,11SE-D/CR507,Soil/Rock Cut,0.15,Catchwater,-,-,-,-,-
2017/08/1033WS,WSD/2017/08/1/HKIa,WSD,07/08/2017,-,843336,812748,Mt. Pottinger South Catchwater,11SE-D/CR510,Soil/Rock Cut,0.6,Catchwater,-,-,-,-,-
2017/07/2092,-,Public,27/07/2017,-,836156,824997,"House No. 120, Keng Hau Village, Shatin",7SW-D/C404,Soil Cut,14,Open area,-,-,-,-,-
2017/07/2091,HyD/NTE/2017/07/0018,HyD,26/07/2017,-,839385,846186,"Zone 254, Lin Ma Hang Road, 
Sha Tau Kok",3NE-A/C127,Soil Cut,15,Road,-,-,-,-,-
2017/07/2090,HyD/NTE/2017/07/0017,HyD,26/07/2017,-,839676,840065,"Zone 258, Lin Ma Hang Road, 
Sha Tau Kok",3NE-A/C137,Soil Cut,18,Road,Lin Ma Hang Road (one lane road) temporarily closed,-,-,-,1
2017/07/2089,-,LandsD,26/07/2017,24/07/2017,842949,822133,"Pak Shek Wo San Tsuen, Clear Water Bay Road, Sai Kung",11NE-B/C370,Soil Cut,0.3,Nil,-,-,-,-,-
2017/07/2088,-,FSD,25/07/2017,25/07/2017,828670,828368,Route Twisk - Tsuen Wan (about 16m south of Lamp Post No. FA5699),6SE-B/C163,Soil Cut,15,Open area,-,-,-,-,-
2017/07/2087,-,LandsD,24/07/2017,-,844431,823690,"Between House No. 5 and No. 6, Nam Wai Village, Sai Kung",11NE-B/R152,Retaining Wall (Masonry),6.75,Open area,-,-,-,-,-
2017/07/2086,-,LandsD,20/07/2017,-,847597,820098,"Hang Hau Wing Lung Road, 
Sai Kung",-,Soil Cut,8,Road,-,-,-,-,-
2017/07/2085,-,HAD,20/07/2017,13/06/2017,839969,809564,Stanley Gap Road,15NE-A/C138,Rock Cut,0.5,Nil,-,-,-,-,-
2017/07/2084,-,LandsD,20/07/2017,-,847626,820094,"Hang Hau Wing Lung Road, 
Sai Kung",12NW-C/DT19,Disturbed Terrain,1,Road,-,-,-,-,-
2017/07/2083,-,LandsD,20/07/2017,19/07/2017,830379,826678,"Northeast of Chuk Lam Sim Yuen, Tsuen Wan",7SW-C/DT12,Disturbed Terrain,40,Minor footpath,-,-,-,-,-
2017/07/2082,-,HyD,19/07/2017,19/07/2017,847595,820072,"Hang Hau Wing Lung Road, Clear Water Bay, Sai Kung",12NW-C/C297,Soil Cut,5,Road,-,-,-,-,-
2017/07/2081,HyD/K/2017/07/0006,Police,18/07/2017,18/07/2017,840210,824032,"Jat's Incline, Wong Tai Sin",7SE-C/C550,Soil Cut,2.75,Road,Jat's Incline (one lane road) temporarily closed,-,-,-,1
2017/07/2079,-,Police,18/07/2017,18/07/2017,831962,822766,"Behind House No. 21, Kau Wah Keng San Tsuen, Kwai Chung",11NW-A/C697,Soil Cut,37,Registered squatter dwelling,Windows of a squatter structure damaged; One squatter dwelling temporarily evacuated,-,-,3,-
2017/07/2078,-,Police,18/07/2017,-,841839,837135,"Lung Mei Road, Tai Po (near Lamp Post No. VE4114)",-,Natural Hillside,4.71,Access road,-,-,-,-,-
2017/07/2077,-,Public,18/07/2017,-,836232,822514,"Between One Beacon Hill and Violet Court, 30 m north of No. 6 Cornwall Street, Lockoo Garden, Kowloon City",-,Natural Hillside,10,Nil,-,-,-,-,-
2017/07/2076,HyD/HK/2017/07/0036,Public,18/07/2017,18/07/2017,837725,815208,"Above Feature No. 11SE-A/C412, Tung Wah Eastern Hospital, 
Tai Hang",-,Natural Hillside,10,Building,-,-,-,-,-
2017/07/2075,HyD/NTE/2017/07/0016,HyD,18/07/2017,18/07/2017,842743,837751,"Bride's Pool Road, Tai Po",-,Fill Slope,16.27,Road,One lane of Bride's Pool Road temporarily closed,-,-,-,1
2017/07/2074,-,Public,18/07/2017,-,851198,822595,"Behind House No. 5, Kau Sai Village, Sai Kung",-,Soil Cut,0.27,Registered squatter dwelling,-,-,-,-,-
2017/07/2073,HyD/NTE/2017/07/0015,Public,18/07/2017,18/07/2017,842519,837573,"Bride's Pool Road, Tai Po",3SE-D/C77,Soil Cut,12.63,Pedestrian pavement,Pedestrian pavement temporarily closed,-,-,-,-
2017/07/2071,-,Public,18/07/2017,17/07/2017,830939,809457,"House No. 23 (Lot DD4 LM330), Lo Tik Wan, Lamma Island",-,Natural Hillside,0.01,Registered squatter dwelling,-,-,-,-,-
2017/07/2070,-,Public,18/07/2017,18/07/2017,836047,814526,Near No. 51 Stubbs Road,-,Natural Hillside,0.5,Road,-,-,-,-,-
2017/07/2068,-,Public,10/07/2017,-,817677,811205,"Behind No. 23 Shap Long Chung Hau, Lantau Island",-,Soil Cut,2.4,Registered squatter dwelling,-,-,-,-,-
2017/07/2066,-,Public,07/07/2017,-,818125,831916,"Tan Kwai Tsuen, Hung Shui Kiu, Yuen Long (near Lamp Post No. FB2624)",-,Soil Cut,8,Minor footpath,-,-,-,-,-
2017/07/2065,-,Public,14/06/2017,-,833139,815989,Near No. 80 Robinson Road,11SW-A/CR81,Soil Cut,1,Nil,-,-,-,-,-
2017/07/2064,-,HyD,04/07/2017,-,833818,811708,Lee Man Road,15NW-B/C419,Rock Cut,1,Construction site affected,-,-,-,-,-
2017/07/2063,HyD/HK/2017/07/0028,GEO,03/07/2017,-,837233,814734,"Adjacent to Feature No. 11SW-D/CR186, Broadwood Road",-,Natural Hillside,3,Nil,-,-,-,-,-
2017/07/2062,-,Public,03/07/2017,-,816899,830679,"North of DD130 Lot 871 RP, Lo Fu Hang, Lam Tei, Tuen Mun",-,Retaining Wall (Masonry),3,Open area,-,-,-,-,-
2017/07/2061,HyD/NTE/2017/06/0002,HyD,19/06/2017,16/06/2017,842631,840128,"Above Feature No. 3SE-B/C138, Bride's Pool Road, Tai Po",-,Natural Hillside,0.125,Road,-,-,-,-,-
2017/07/1032WS,WSD/2017/07/3/HKI,WSD,22/07/2017,-,840720,813179,"Mt. Parker Upper Catchwater (1st Section, CH0920 - CH0990)",11SE-C/C205,Rock Cut,1.2,Access road,-,-,-,-,-
2017/07/1031WS,WSD/2017/07/2/NTE,WSD,19/07/2017,-,836773,839146,"Adjoining Hok Tau Road WSD access road NT 14 near Spot Level 101.4, Hok Tau Reservoir, Fanling",3SW-B/C182,Soil Cut,53,Road,Hok Tau Road (one lane road) temporarily closed,-,-,-,1
2017/07/1030WS,WSD/2017/07/1/NTW,WSD,19/07/2017,-,819389,826770,"Access Road to Wong Nai Tun Reservoir, Tai Lam",6SW-D/C90,Soil Cut,22,Access road,Access road temporarily closed,-,-,-,1
2017/07/1029HY,HyD/NTE/2017/07/0020,HyD,31/07/2017,31/07/2017,843281,822001,"Junction of Pak Shek Toi Road Chung and Yin Lane, Sai Kung",-,Soil Cut,0.2,Access road,-,-,-,-,-
2017/07/1028HY,HyD/NTE/2017/07/0019,HyD,21/07/2017,21/07/2017,848450,818345,"Near Lobster Bay Villa, 115 Tai Hang Hau Village, Sai Kung",-,Natural Hillside,2,Access road,-,-,-,-,-
2017/07/1027HY,HyD/NTE/2017/07/0014,HyD,03/07/2017,03/07/2017,848183,827755,"Tai Mong Tsai Road near Fung Sau Road, Sai Kung",-,Soil Cut,0.5,Minor footpath,-,-,-,-,-
2017/07/1026AF,AFCD/2017/07/0002,AFCD,31/07/2017,-,842141,836664,Tai Mei Tuk Family Walk (Grid Ref. KK153874),-,Natural Hillside,0.5,Minor footpath,-,-,-,-,-
2017/07/1025AF,AFCD/2017/07/0001F,AFCD,27/07/2017,27/07/2017,842500,838329,"Pat Sin Leng Natural Trail, Pat Sin Leng Country Park",-,Natural Hillside,1,Minor footpath,-,-,-,-,-
2017/07/1024AF,AFCD/2017/07/0001E,AFCD,27/07/2017,27/07/2017,842509,838271,"Pat Sin Leng Natural Trail, Pat Sin Leng Country Park",-,Natural Hillside,1,Minor footpath,-,-,-,-,-
2017/07/1023AF,AFCD/2017/07/0001D,AFCD,27/07/2017,27/07/2017,842576,838161,"Pat Sin Leng Natural Trail, Pat Sin Leng Country Park",-,Natural Hillside,3,Minor footpath,-,-,-,-,-
2017/07/1022AF,AFCD/2017/07/0001C,AFCD,27/07/2017,27/07/2017,842431,837868,"Pat Sin Leng Natural Trail, Pat Sin Leng Country Park",-,Natural Hillside,1,Minor footpath,-,-,-,-,-
2017/07/1021AF,AFCD/2017/07/0001B,AFCD,27/07/2017,27/07/2017,842404,837860,"Pat Sin Leng Natural Trail, Pat Sin Leng Country Park",-,Natural Hillside,5,Minor footpath,-,-,-,-,-
2017/07/1020AF,AFCD/2017/07/0001A,AFCD,27/07/2017,27/07/2017,842358,837875,"Pat Sin Leng Natural Trail, Pat Sin Leng Country Park",-,Natural Hillside,10,Minor footpath,-,-,-,-,-
2017/06/2060,-,Public,29/06/2017,-,835478,822581,"Lung Ping Road, Tai Wo Ping",11NW-B/CR109,Soil Cut,8,Nil,-,-,-,-,-
2017/06/2059,HyD/NTE/2017/06/0005,DLO,27/06/2017,-,835320,840910,"Lau Shui Heung Road, Fanling",-,Natural Hillside,2,Open area,-,-,-,-,-
2017/06/2058,-,Public,19/06/2017,19/06/2017,845144,831314,"Access road to House No. 50, Tai Tung Wo Liu, Sai Kung",-,Retaining Wall (Reinforced Concrete),2,Access road,-,-,-,-,-
2017/06/2057,HyD/NTE/2017/06/0004,Police,23/06/2017,-,843340,817512,"Wilson Trail (Section 3) near Junk Bay Chinese Permanent Cemetery, Tiu Keng Leng",-,Natural Hillside,5,Minor footpath,-,-,-,-,-
2017/06/2056,-,HyD,23/06/2017,-,833815,811699,Lee Man Road,15NW-B/C419,Soil Cut,1,Construction site affected,-,-,-,-,-
2017/06/2055,-,HyD,22/06/2017,-,836348,814503,Bowen Road,11SW-D/C2044,Soil Cut,0.08,Pedestrian Pavement,-,-,-,-,-
2017/06/2054,-,Police,22/06/2017,22/06/2017,843186,823613,"Behind House No. 25, Pei Tau, Sai Kung",11NE-B/C863,Soil Cut,3,Registered squatter dwelling,-,-,-,-,-
2017/06/2052,-,Police,21/06/2017,-,842673,816775,"27 m southeast of House No. 3B, Sam Ka Tsuen, Lei Yue Mun",11SE-B/C635,Soil/Rock Cut,90,Registered squatter dwelling,Five squatter dwellings temporarily evacuated,-,-,29,-
2017/06/2051,-,BD,21/06/2017,-,838981,816791,No. 8 Kai Yuen Street,11SE-A/C99,Soil Cut,0.6,Pedestrian Pavement,-,-,-,-,-
2017/06/2050,-,Police,21/06/2017,21/06/2017,835752,818878,"West of Methodist College, Gascoigne Road, Yau Ma Tei",11NW-D/C355,Soil/Rock Cut,0.07,Pedestrian pavement,-,-,-,-,-
2017/06/2049,-,Public,21/06/2017,-,842662,817232,"Southeast of Yau Tong Centre, Yan Wing Street, Yau Tong","11SE-B/C125
11SE-B/C227",Rock Cut,28,Open area,-,-,-,-,-
2017/06/2048,HyD/HK/2017/06/0011,HyD,21/06/2017,-,838977,809255,"Between Lamp Post Nos. 41735 and 41736, Chung Hom Kok Road",15NE-A/C131,Soil/Rock Cut,2,Pedestrian Pavement,-,-,-,-,-
2017/06/2047,HyD/HK/2017/06/0027,HyD,20/06/2017,-,835276,814540,"Below Feature No. 11SW-D/FR104, Peak Road",-,Natural Hillside,4,Road,-,-,-,-,-
2017/06/2046,-,Public,16/06/2017,12/06/2017,817995,825260,"Behind House No. 336, Siu Sau Ha Tsuen, Tuen Mun",-,Soil Cut,1,Registered squatter dwelling,-,-,-,-,-
2017/06/2045,-,HyD,19/06/2017,19/06/2017,843312,822092,"Pak Shek Toi Road, Pik Uk, Sai Kung",11NE-B/C386,Soil Cut,8,Road,-,-,-,-,-
2017/06/2044,HyD/HK/2017/06/0012,HyD,19/06/2017,19/06/2017,837842,810963,Junction of Belleview Drive and Repulse Bay Road,15NE-A/C48,Rock Cut,2.6,Pedestrian Pavement,Pedestrian pavement temporarily closed,-,-,-,-
