date,tavg,tmin,tmax,prcp,wdir,wspd,pres,Station
7/9/2020,27.6,25.1,34.1,79.8,63,7.3,1006.6,Taipa
8/9/2020,26.6,25.5,32.8,4.3,31,6.6,1010.2,Taipa
9/9/2020,27,24.7,32,9.1,60,6,1009.7,Taipa
10/9/2020,29.1,24.6,34,0.3,43,6.6,1006.6,Taipa
11/9/2020,28.6,23.6,34,45.2,96,7.9,1007.6,Taipa
12/9/2020,27.1,23.5,33.2,36.6,17,7.8,1011,Taipa
13/9/2020,27.4,23.4,33.2,24.4,22,5.9,1011.4,Taipa
14/9/2020,27.6,24.5,32.6,17.3,27,6.5,1010.3,Taipa
15/9/2020,25.9,24,32.6,31.5,54,7.2,1009,Taipa
16/9/2020,27.8,24,33,2.5,34,6.6,1008,Taipa
17/9/2020,29.7,24.4,34.3,0.3,61,7.3,1007.3,Taipa
18/9/2020,26.3,25,34.3,27.7,19,11.5,1009.5,Taipa
19/9/2020,26.7,24,31,15.5,57,9.8,1011.8,Taipa
20/9/2020,28.7,24.3,33.4,0.5,67,6.1,1011.2,Taipa
21/9/2020,27.4,25,33.4,0.5,75,7.3,1010.2,Taipa
22/9/2020,28.2,25.7,32.8,6.1,96,6.8,1009.6,Taipa
23/9/2020,27.1,24.5,32.3,4.8,38,7,1010.3,Taipa
24/9/2020,25.4,23.2,32.3,0.3,358,11.6,1011.5,Taipa
25/9/2020,26.7,22.5,30.3,0,16,6.9,1010,Taipa
26/9/2020,25,23,30.3,17.3,59,7.3,1009.3,Taipa
27/9/2020,23.6,22,29.3,0.3,7,10,1010.9,Taipa
28/9/2020,25.9,22,28.4,0,24,7.2,1010.9,Taipa
29/9/2020,28.1,23.3,31,0.5,31,4.8,1008.1,Taipa
30/9/2020,25.7,24.7,30,0.5,13,7.3,1007.4,Taipa
1/10/2020,25.8,22.7,30.4,1.5,37,7.1,1009.5,Taipa
2/10/2020,28.3,22.4,32,0.3,66,6.3,1010.3,Taipa
3/10/2020,29,22.4,33.4,0,131,5.3,1010.7,Taipa
4/10/2020,29.3,23.6,34,0,338,4.4,1009.6,Taipa
5/10/2020,26.1,21.7,33.4,0,1,14,1011.5,Taipa
6/10/2020,23.8,19.9,29.3,,8,15,1014.8,Taipa
7/10/2020,23,19.8,26.7,0,2,17.1,1016.4,Taipa
8/10/2020,22.8,20.1,26,0,4,19.6,1017,Taipa
9/10/2020,22.9,19.8,26,0,4,17.5,1016.3,Taipa
10/10/2020,25.1,19.2,29,0,0,9.9,1013.5,Taipa
11/10/2020,26.9,18.9,31.3,0,13,8.2,1010.5,Taipa
12/10/2020,28.1,20.7,32,0,2,14.4,1009.6,Taipa
13/10/2020,25.4,22.4,31.7,2,33,15.6,1010.4,Taipa
14/10/2020,26.1,22.4,28.5,0,35,8.3,1012.9,Taipa
15/10/2020,26.8,23.1,31,0,35,9.3,1013.8,Taipa
16/10/2020,25.7,20.4,31,0,2,16.1,1014.4,Taipa
17/10/2020,22.7,18.5,30.4,0,4,20.6,1016.4,Taipa
18/10/2020,22.8,18.3,27,0,5,18.1,1017.2,Taipa
19/10/2020,22.4,17.6,27,0,10,18.1,1017.5,Taipa
20/10/2020,22.5,17.4,27,0,1,17.4,1016.9,Taipa
21/10/2020,22.4,18.6,26.4,0,349,20.3,1014.3,Taipa
22/10/2020,23.3,19.1,27,0,359,21.2,1011.6,Taipa
23/10/2020,23.7,18.7,28,0,7,20.8,1012.9,Taipa
24/10/2020,23.1,18.9,26.2,0,10,14.9,1015,Taipa
25/10/2020,24,17.5,28,0,23,6.1,1015,Taipa
26/10/2020,26.5,17.3,32,0,13,7,1013.4,Taipa
27/10/2020,26.7,18.1,32,0,29,8,1012.6,Taipa
28/10/2020,25.4,19.3,30.9,2,20,9.5,1015,Taipa
29/10/2020,21.3,19.8,27.8,6.4,2,10.5,1018.5,Taipa
30/10/2020,23.1,19.2,26,0,6,8.6,1018.9,Taipa
31/10/2020,23.9,19.2,28,0,18,4.5,1017.3,Taipa
1/11/2020,25.3,19.2,29,0,21,4.8,1015.8,Taipa
2/11/2020,23.4,18.6,28.9,0,4,14.9,1016.4,Taipa
3/11/2020,23.1,18.3,27.4,0,7,16.7,1018,Taipa
4/11/2020,22.5,16.9,26.3,0,32,8.5,1017.7,Taipa
5/11/2020,23.1,16.4,28,0,25,5.9,1017.5,Taipa
6/11/2020,25.6,16.7,30,0,349,9.8,1016.4,Taipa
7/11/2020,25.8,18.7,30,0,351,17.8,1017,Taipa
8/11/2020,24.7,19.9,29.6,0,2,21.1,1018.3,Taipa
9/11/2020,22.7,17.5,28.9,0,1,18.2,1018.7,Taipa
10/11/2020,21.5,14.5,27.2,0,3,14.4,1019.9,Taipa
11/11/2020,21.8,12.9,27,0,3,8.6,1021.4,Taipa
12/11/2020,22.6,12.9,28,0,357,11.4,1019.6,Taipa
13/11/2020,24.2,14.8,28,0,0,16.1,1017.8,Taipa
14/11/2020,19.9,17.9,26.2,0.3,6,14.9,1018.9,Taipa
15/11/2020,21.4,17.8,23,2,16,6.5,1019.9,Taipa
16/11/2020,25.2,18.1,31,0,19,4.7,1017.7,Taipa
17/11/2020,24.8,19.6,29.7,0,65,5.5,1015.1,Taipa
18/11/2020,26.3,20.4,30,1,137,6.6,1012.5,Taipa
19/11/2020,26.2,21.5,31,0.3,131,5.6,1011.5,Taipa
20/11/2020,26.8,21.4,32,0,77,5.4,1012.1,Taipa
21/11/2020,26.3,22.1,30.7,1,127,8.1,1013.8,Taipa
22/11/2020,24.7,21.5,31,0,13,8.6,1017.3,Taipa
23/11/2020,19.8,17.7,30.7,0,341,14.4,1020.3,Taipa
24/11/2020,21.1,17.2,26,0,343,12.5,1020.3,Taipa
25/11/2020,23,18,29,0,42,6.9,1019.1,Taipa
26/11/2020,21.5,17.2,28,0,6,12.6,1020,Taipa
27/11/2020,18.8,14.1,27.7,0,354,19.1,1022.8,Taipa
28/11/2020,18.1,14.1,23.6,0,3,20.2,1024.2,Taipa
29/11/2020,15.9,12.1,23.2,0,359,17.8,1024.2,Taipa
30/11/2020,16.2,11.9,22,0,359,20.2,1024.7,Taipa
1/12/2020,17.1,12.3,22.1,0,1,15.8,1023.9,Taipa
2/12/2020,17.1,11.5,22.3,0,359,17.2,1022.4,Taipa
3/12/2020,15,12.5,22.3,0,1,22.2,1023.5,Taipa
4/12/2020,13.4,9.4,18.4,0,3,21.5,1023.9,Taipa
5/12/2020,14.2,9.2,20,0,353,16.8,1023.5,Taipa
6/12/2020,16.4,8.6,21.5,0,352,7.3,1021.5,Taipa
7/12/2020,16.9,10.2,22.7,0,343,14.1,1021.8,Taipa
8/12/2020,16.7,11.2,22.7,0,344,14.5,1021.5,Taipa
9/12/2020,18.9,11.4,22,0,3,9.7,1018.7,Taipa
10/12/2020,20.8,13.2,23.6,0,339,11.1,1017.3,Taipa
11/12/2020,20.4,17,24.7,0.3,346,10.6,1016.3,Taipa
12/12/2020,20.1,17.5,24.7,,1,9.5,1015.5,Taipa
13/12/2020,18.6,17.2,22.9,0.8,19,6.7,1014.6,Taipa
14/12/2020,10.9,9,22.5,0.8,359,19.9,1020.2,Taipa
15/12/2020,9.9,6.8,13.8,0,359,19.6,1025,Taipa
16/12/2020,9.9,7.5,14.6,0,358,19.8,1026.1,Taipa
17/12/2020,10.2,7.8,14.6,0,353,14.8,1024.5,Taipa
18/12/2020,11.8,8,16.5,0,342,18.5,1024.3,Taipa
19/12/2020,11.6,8.2,16.5,0,352,24.7,1026.6,Taipa
20/12/2020,12.8,8.6,17,0,357,22.1,1026.5,Taipa
21/12/2020,13.7,8.2,18.8,0,357,18.3,1024.4,Taipa
22/12/2020,16.8,8.6,20.6,0,352,8.7,1020.6,Taipa
23/12/2020,19.3,10.1,24,0,358,7,1017.3,Taipa
24/12/2020,17.1,14.6,23,0.3,347,14.8,1017.6,Taipa
25/12/2020,17.2,14.3,20.6,0,13,8.7,1019.2,Taipa
26/12/2020,19.1,14.5,22.5,0,26,5.4,1017.9,Taipa
27/12/2020,20.7,14.1,27,0,357,5,1016,Taipa
28/12/2020,21.1,13.6,28,0,98,7.6,1014.3,Taipa
29/12/2020,18.9,13.6,27,0,342,9.5,1015.1,Taipa
30/12/2020,10,3.5,15,0,2,31.2,1026.6,Taipa
31/12/2020,8.8,1.4,14.2,0,10,16.3,1029.2,Taipa
1/1/2021,9.7,1.1,15.5,0,352,11.3,1026.9,Taipa
2/1/2021,11.8,2.4,18,0,18,5,1023.6,Taipa
3/1/2021,16.8,4.3,22,0,9,10,1022.7,Taipa
4/1/2021,17.4,6.7,21.2,0,352,10.2,1021.7,Taipa
5/1/2021,17.6,14.1,23.2,0,350,11,1020.7,Taipa
6/1/2021,15.6,10.9,23.2,0,353,12.2,1020.7,Taipa
7/1/2021,9.1,4.2,20.2,0,4,24.5,1023.1,Taipa
8/1/2021,6.7,4.2,13.2,0,3,25,1027.9,Taipa
9/1/2021,9.9,4.8,12.3,0,0,16.8,1026.2,Taipa
10/1/2021,9.7,5.1,12.3,0,7,13.9,1025,Taipa
11/1/2021,6.6,6,12.3,0,354,17.6,1028.3,Taipa
12/1/2021,9.3,1.2,16.4,0,346,14.1,1025.4,Taipa
13/1/2021,12.1,1.2,20,0,3,5.5,1019.9,Taipa
14/1/2021,14.1,2.3,22,0,20,5.5,1017.7,Taipa
15/1/2021,15.6,4.1,23.2,0,9,6,1016.1,Taipa
16/1/2021,17.9,6.9,23.2,0,8,5.7,1016.9,Taipa
17/1/2021,13.2,6.2,22.9,0,350,23.4,1025,Taipa
18/1/2021,12.3,6,18.1,0,341,9.9,1024.3,Taipa
19/1/2021,15,4.3,20,0,62,5.7,1020.4,Taipa
20/1/2021,19.1,5.2,23,0,6,4.8,1018.3,Taipa
21/1/2021,19.8,10,24.2,0,322,7.5,1015.9,Taipa
22/1/2021,19.4,15,24.2,0,337,9.3,1014,Taipa
23/1/2021,19.2,15.2,25.4,0,342,11.1,1014.5,Taipa
24/1/2021,19.9,13.6,25.4,0,109,9.7,1016.5,Taipa
25/1/2021,20.9,14.2,26.1,0,82,6.8,1017.2,Taipa
26/1/2021,19.4,14.8,26.1,0,349,10.6,1017.3,Taipa
27/1/2021,19.3,13.4,26,0,13,8.5,1017.7,Taipa
28/1/2021,15.8,13,23.6,0,351,16.4,1021.8,Taipa
29/1/2021,15.6,7.8,21.3,0,10,8.6,1023,Taipa
30/1/2021,17,8.4,23.5,0,40,6.1,1022.1,Taipa
31/1/2021,18.7,9,26,0,55,6.1,1021.3,Taipa
1/2/2021,20.1,10.5,26.5,0,351,5.5,1019.2,Taipa
2/2/2021,22,12.2,28,0,19,5.4,1019.2,Taipa
3/2/2021,20.2,11.9,27.9,0,126,6.2,1021.3,Taipa
4/2/2021,20.6,11.6,27,0,99,6.4,1021.1,Taipa
5/2/2021,20.6,11.5,27,0,28,5.4,1019.4,Taipa
6/2/2021,21.6,12,28.3,0,354,4.8,1017.1,Taipa
7/2/2021,22.4,12.3,29,0,58,6.6,1016.9,Taipa
8/2/2021,22.4,12.9,28.6,0,357,5.5,1018.1,Taipa
9/2/2021,16.9,15,27.5,14.5,4,13.4,1017.6,Taipa
10/2/2021,14.3,12.7,20.9,35.8,0,12.5,1014.8,Taipa
11/2/2021,16.5,13,20,,346,9.1,1015.3,Taipa
12/2/2021,17.5,13,21,,347,7.3,1016.8,Taipa
13/2/2021,17.2,11.4,24.3,0,340,6.5,1017.1,Taipa
14/2/2021,19.8,11.1,27,0,333,5.8,1015.8,Taipa
15/2/2021,21.6,11.9,28,0,112,7.2,1014.6,Taipa
16/2/2021,21.3,12.4,27.2,0,3,8.5,1015.9,Taipa
17/2/2021,19.3,10.9,25.8,0,352,18.1,1020.4,Taipa
18/2/2021,18.2,9.5,24.5,0,0,10.3,1024.5,Taipa
19/2/2021,20.4,9.3,25,0,350,6.5,1023.1,Taipa
20/2/2021,19.3,13,26,,56,5.3,1019,Taipa
21/2/2021,17.2,11.5,25.9,0,110,6.7,1016.9,Taipa
22/2/2021,22.3,12.6,28,0,115,5.9,1015.2,Taipa
23/2/2021,23.3,13.7,30,0,116,7.2,1014.3,Taipa
24/2/2021,22.3,15.1,29.7,0,142,9.9,1013.3,Taipa
25/2/2021,21.2,18,25.4,0.8,106,8.4,1010.5,Taipa
26/2/2021,16.7,14,24.5,0.3,356,11.5,1010.3,Taipa
27/2/2021,15.6,14,21.3,0.3,3,13,1015.4,Taipa
28/2/2021,19.1,14.1,22.9,0,15,6.3,1015.7,Taipa
1/3/2021,20,17.2,26,0,354,8.1,1016.3,Taipa
2/3/2021,17.2,14.2,24.8,,352,20.3,1020.3,Taipa
3/3/2021,16.2,14.7,21.5,0,10,9.9,1020.5,Taipa
4/3/2021,15.5,13.8,20.9,4.3,16,7.1,1018.4,Taipa
5/3/2021,19.4,13.9,21.2,2.5,57,5.7,1015.3,Taipa
6/3/2021,20.3,19,22.3,18.3,49,6.5,1015.6,Taipa
7/3/2021,19.5,16.7,23,0,0,14.8,1019.2,Taipa
8/3/2021,19.3,16.7,22.5,0,40,6.9,1019.9,Taipa
9/3/2021,19.8,16.5,24.1,0,25,7.3,1019.7,Taipa
10/3/2021,21.4,16.5,25,0,60,6.6,1019.3,Taipa
11/3/2021,22.8,18.2,25,0,45,5.3,1019.4,Taipa
12/3/2021,23.6,18.2,29,0,351,8.1,1018.3,Taipa
13/3/2021,22.1,18.7,29,0,4,7.2,1018.3,Taipa
14/3/2021,22.4,18.2,25.6,0,73,5.7,1015.8,Taipa
15/3/2021,24.2,17.9,29,0,151,10.4,1014,Taipa
16/3/2021,24.2,17.6,28,0,151,5.9,1012.9,Taipa
17/3/2021,25.8,17.4,30,0,137,7.6,1012.2,Taipa
18/3/2021,26,19.1,30,0,146,10.4,1012.2,Taipa
19/3/2021,26.1,20.3,30,0,146,11.2,1011.5,Taipa
20/3/2021,23.5,20.5,30,0,331,8.1,1010.8,Taipa
21/3/2021,14.8,13.4,30,0,351,22.7,1018.2,Taipa
22/3/2021,17.1,13.3,20.2,0,6,19.6,1024.2,Taipa
23/3/2021,16.4,13.7,20.2,0,19,6.6,1021.3,Taipa
24/3/2021,18.9,13.6,24,0,331,7.4,1017.2,Taipa
25/3/2021,23.5,14,28.8,0,111,6.5,1016,Taipa
26/3/2021,23.8,17.1,28.8,0,139,9.9,1014.8,Taipa
27/3/2021,25.3,19.4,29,0,146,9.7,1011.5,Taipa
28/3/2021,26.6,20.3,31,0,169,5.9,1009.2,Taipa
29/3/2021,27.1,21.8,30.3,0,147,11,1006.8,Taipa
30/3/2021,27.7,23.9,32,0,137,13.8,1005.2,Taipa
31/3/2021,26.3,24.7,30.6,0,141,13.6,1005.7,Taipa
1/4/2021,27.4,24,32,0,141,13.4,1006.8,Taipa
2/4/2021,27.6,22.5,32,0,149,10.2,1009.3,Taipa
3/4/2021,27.3,21.9,32,0,270,7.5,1011.1,Taipa
4/4/2021,21.4,19.7,31.6,0,350,18.8,1014.4,Taipa
5/4/2021,21.3,18.6,25.1,0,15,10.2,1017.8,Taipa
6/4/2021,25.7,18.4,30,0,15,6.7,1017.1,Taipa
7/4/2021,25,20.5,30,0.5,148,8.8,1015.5,Taipa
8/4/2021,19.6,16.6,27,9.4,34,12.6,1014.6,Taipa
9/4/2021,19.8,16.5,22.6,0.3,13,9.9,1017.3,Taipa
10/4/2021,23.2,17,27,0,38,6.8,1018.4,Taipa
11/4/2021,25.4,18.7,30,0,150,7.9,1017.8,Taipa
12/4/2021,26.8,18.4,31,0,158,9.4,1015.7,Taipa
13/4/2021,27.4,20.2,31,0,149,7,1013,Taipa
14/4/2021,27.3,20.6,31.2,0,154,13,1011.9,Taipa
15/4/2021,22.7,21,30.7,4.8,130,10.7,1012,Taipa
16/4/2021,21.2,21,26,20.3,51,7.6,1013.3,Taipa
17/4/2021,23.5,20,26,0.3,12,8.5,1016,Taipa
18/4/2021,22.1,20,26.8,1,35,6.8,1014.9,Taipa
19/4/2021,21.7,19,26.8,1.8,37,8.5,1013.1,Taipa
20/4/2021,22.6,18.6,25.2,0.5,58,9.3,1012.9,Taipa
21/4/2021,26.1,19.8,30.8,0,152,8.1,1011.8,Taipa
22/4/2021,26.7,19.8,31.4,0,184,5.8,1009.5,Taipa
23/4/2021,29.1,21,34,0,133,6.9,1007.1,Taipa
24/4/2021,28.4,24,33.4,0,160,15.5,1009.3,Taipa
25/4/2021,23.7,20.4,31.4,8.1,105,10.2,1011.5,Taipa
26/4/2021,21.9,20.3,26.7,2.5,43,8,1013.8,Taipa
27/4/2021,21.9,20.8,23.8,5.6,24,5.7,1014.5,Taipa
28/4/2021,20.7,18.5,22.6,12.7,350,10.5,1015.1,Taipa
29/4/2021,22.9,16.1,28,0,352,11.8,1014.3,Taipa
30/4/2021,26.7,16,31,0,8,5.9,1012.1,Taipa
1/5/2021,28.5,20.4,33,0,163,6.8,1011.5,Taipa
2/5/2021,24.3,20.7,33,32.8,82,6.7,1012.4,Taipa
3/5/2021,23.8,19.1,31.3,1.8,101,6.8,1012.1,Taipa
4/5/2021,24.4,20.4,30.8,34.3,124,10.3,1010.6,Taipa
5/5/2021,27.1,21,30.9,2.5,13,8,1013,Taipa
6/5/2021,27.2,22.7,31,5.8,137,8.5,1014.2,Taipa
7/5/2021,29.3,22.5,34,0,160,7.5,1012.4,Taipa
8/5/2021,29.8,25,34,0,171,9.8,1008.6,Taipa
9/5/2021,30.2,26.2,35,0.5,164,10,1007.7,Taipa
10/5/2021,30.1,26,35,0,157,13.8,1007.3,Taipa
11/5/2021,31.1,27,35,0,164,15,1006.9,Taipa
12/5/2021,30.9,25,35,0,159,14.2,1007.1,Taipa
13/5/2021,29.7,26.1,35,2.5,148,13.5,1007.4,Taipa
14/5/2021,28.8,26.6,33,18,141,11.8,1007.8,Taipa
15/5/2021,31,25.8,33.6,0,160,16.5,1007.5,Taipa
16/5/2021,31.8,27.3,36,0,165,15.7,1007.6,Taipa
17/5/2021,29.7,27,36,1.8,163,12.2,1008.5,Taipa
18/5/2021,29.4,25.6,34,11.9,86,10.7,1008,Taipa
19/5/2021,31.3,25.6,35,0,160,15,1006.4,Taipa
20/5/2021,31.7,28,35.2,0,186,16,1006.7,Taipa
21/5/2021,32.3,27.1,37,,181,18.4,1006.2,Taipa
22/5/2021,31.9,26.1,36,0,160,15.2,1005.7,Taipa
23/5/2021,32.1,26.2,37,0,147,10.7,1006.7,Taipa
24/5/2021,28.7,26.2,35.5,4.1,36,6.6,1009.3,Taipa
25/5/2021,29,25,35,0.5,87,9.1,1009.9,Taipa
26/5/2021,28.8,26,33,19.3,136,8.1,1008.7,Taipa
27/5/2021,31.2,25.3,34,1.8,170,9.1,1008.7,Taipa
28/5/2021,32.2,25.6,36,0,205,12.5,1008.5,Taipa
29/5/2021,28.3,24.6,35.5,33,204,12.4,1006.2,Taipa
30/5/2021,30.8,24.6,35,2.8,221,7.6,1004.1,Taipa
31/5/2021,27.4,24.1,34.9,67.6,189,8.9,1003.4,Taipa
1/6/2021,25.6,23.9,32.7,83.8,101,8.7,1005.6,Taipa
2/6/2021,25.6,23.8,30.1,19.8,69,6.7,1006.5,Taipa
3/6/2021,29.9,23.8,35,12.4,132,9.1,1005.5,Taipa
4/6/2021,24.3,23.1,33.2,7.6,353,14,1005.4,Taipa
5/6/2021,26.9,21.8,30.8,0,334,8.3,1004.8,Taipa
6/6/2021,29.9,22.1,34,0,28,6.2,1004.1,Taipa
7/6/2021,30.2,23.7,34,0,92,7.4,1006.6,Taipa
8/6/2021,30.5,23.7,35,0,104,7.9,1007.5,Taipa
9/6/2021,30.6,24.5,35,0,113,9,1006.5,Taipa
10/6/2021,28.4,24.9,34.3,8.9,74,8.5,1005.4,Taipa
11/6/2021,29.3,24.8,35,0,48,10.3,1005.4,Taipa
12/6/2021,28.9,25.8,33.7,1.8,97,12.1,1007.2,Taipa
13/6/2021,27.4,26,32.1,9.4,88,11.6,1007.9,Taipa
14/6/2021,28.4,25.9,32.1,7.6,122,9,1005.4,Taipa
15/6/2021,30.9,26.4,35,0,159,10.7,1003.2,Taipa
16/6/2021,29.4,26,35,1.8,152,10.1,1005.1,Taipa
17/6/2021,31.2,26.4,35,0,161,10.5,1006.5,Taipa
18/6/2021,32.4,27.3,37,0,197,11.9,1005.7,Taipa
19/6/2021,32.2,28.7,37,0,196,13.3,1003.4,Taipa
20/6/2021,32.6,29,37,0,190,12,1001.7,Taipa
21/6/2021,30.5,23.2,36.3,83.3,204,12.9,1002,Taipa
22/6/2021,27.4,23.2,36.3,18.8,179,6.8,1004.5,Taipa
23/6/2021,25.9,23.8,29.3,58.9,197,6.2,1005.2,Taipa
24/6/2021,27.1,23.8,32,1.8,82,6.6,1005.2,Taipa
25/6/2021,28.5,25.6,34,13.7,108,7.3,1005.3,Taipa
26/6/2021,28.5,25.7,33,7.6,116,8.1,1006.1,Taipa
27/6/2021,30.2,25.9,35,1,129,8.5,1005.2,Taipa
28/6/2021,27.4,24,34.5,34.3,119,10.3,1003.8,Taipa
29/6/2021,29.5,25.2,32.5,56.1,143,9.3,1003.6,Taipa
30/6/2021,30.6,26.6,34,0.8,160,14,1004.5,Taipa
1/7/2021,31.6,28.6,35,0,172,15.9,1004.4,Taipa
2/7/2021,30.8,26.7,34.4,1.3,178,14.4,1005.1,Taipa
3/7/2021,30.4,26.7,36,4.3,155,12.8,1005.2,Taipa
4/7/2021,31.4,25.6,36,0,159,8.9,1006.2,Taipa
5/7/2021,30.7,25,35.4,0.3,75,7.2,1007,Taipa
6/7/2021,29.9,24.9,35,0,92,9.2,1006.2,Taipa
7/7/2021,29.3,25.2,33,3.8,89,9.7,1008.5,Taipa
8/7/2021,30.6,25.2,34,12.7,146,10,1010.6,Taipa
9/7/2021,31.6,25.1,35.7,0,90,6.2,1009.9,Taipa
10/7/2021,32.3,25.2,36,0,132,7.9,1009.5,Taipa
11/7/2021,32.2,25.4,37,0,142,11.4,1010.4,Taipa
12/7/2021,31.6,26,35,0,166,11.5,1009.4,Taipa
13/7/2021,32.4,28,37,0,161,11.5,1007.5,Taipa
14/7/2021,32.8,25.6,36.5,0,157,8,1007.4,Taipa
15/7/2021,31.3,26,36.8,0.3,183,8.7,1008.2,Taipa
16/7/2021,28.8,23.6,36,26.2,196,8.5,1008.2,Taipa
17/7/2021,29.8,23.6,35.3,0,94,6.8,1005.5,Taipa
18/7/2021,30.9,24.4,36,6.9,69,8,1003.3,Taipa
19/7/2021,28.7,25.2,34.9,3,61,10.3,1002.7,Taipa
20/7/2021,28.3,25.2,31.1,0.8,65,10.7,1002.7,Taipa
21/7/2021,27.8,25.5,30,1,90,11.7,1002.5,Taipa
22/7/2021,31.6,24.2,36,0,83,7.8,1001,Taipa
23/7/2021,33.1,25.2,38,5.3,345,8.5,998.2,Taipa
24/7/2021,33.3,25.8,38,1,15,11.5,997.5,Taipa
25/7/2021,33.2,26.4,38,0,49,8.8,998.6,Taipa
26/7/2021,32.6,27,37.6,0,254,6.2,997.6,Taipa
27/7/2021,33.4,27.1,38,0,300,8.3,996.1,Taipa
28/7/2021,31.7,25.7,40,1,249,9,996.6,Taipa
29/7/2021,29.8,25.7,38.1,7.1,127,6.1,999.3,Taipa
30/7/2021,30,24.9,36.1,25.1,98,7.6,1000.6,Taipa
31/7/2021,30.7,24.9,35,0.8,189,8.6,999.4,Taipa
1/8/2021,30.2,24.7,36,3.3,280,9.6,997.8,Taipa
2/8/2021,31.6,24.6,37,0.3,89,7.2,997.8,Taipa
3/8/2021,29.6,25.6,34,1,46,12.1,997.4,Taipa
4/8/2021,29.6,25.7,33,1.5,339,10.9,996.3,Taipa
5/8/2021,28.6,26.4,33.4,19.1,288,7.7,995.6,Taipa
6/8/2021,28.6,25.6,34,2,302,5.5,997.6,Taipa
7/8/2021,29.2,25.6,35,14.7,305,6,1000.9,Taipa
8/8/2021,29.7,25.7,35.3,11.2,94,6.3,1003.4,Taipa
9/8/2021,26.9,25.6,31.1,78,88,8.1,1004.5,Taipa
10/8/2021,27.5,24,31.5,44.2,98,8.2,1005.4,Taipa
11/8/2021,28.7,23.9,34,26.4,103,7.9,1007.5,Taipa
12/8/2021,30.2,23.9,33,0,147,7.6,1008,Taipa
13/8/2021,29.4,24.6,34,61.5,122,8.7,1005.3,Taipa
14/8/2021,27.7,24.6,33,1.5,92,8,1005.3,Taipa
15/8/2021,28,26,32,18.5,126,8.8,1009,Taipa
16/8/2021,29.4,25.9,34,0,73,7.1,1011.6,Taipa
17/8/2021,31.7,25.9,36,0,216,6.7,1009.8,Taipa
18/8/2021,27.8,24.9,35.9,0,60,9.4,1007.9,Taipa
19/8/2021,28.7,24.8,35,0,87,6.5,1008.2,Taipa
20/8/2021,31.1,24.8,35,0,261,7.5,1008.7,Taipa
21/8/2021,31.8,25.9,35,0,178,8.1,1007.6,Taipa
22/8/2021,31.9,27.5,36,0,165,10.5,1006.3,Taipa
23/8/2021,31.6,26.2,37,0,191,12.8,1006,Taipa
24/8/2021,30.6,25.9,35.1,0,162,10.3,1006.7,Taipa
25/8/2021,28.7,25.5,34,3.6,101,8.9,1008.3,Taipa
26/8/2021,30.4,24.6,35,1.3,93,8.6,1010.3,Taipa
27/8/2021,28.8,22.6,34.7,0,90,10.2,1011.5,Taipa
28/8/2021,28.7,22.3,33,8.4,49,8.5,1011.4,Taipa
29/8/2021,28.8,23.7,33.2,0,59,7.7,1011,Taipa
30/8/2021,30.8,23.6,35,0,70,7.7,1011.2,Taipa
31/8/2021,28.4,23,34.3,59.7,41,7.1,1011.2,Taipa
1/9/2021,28.6,23.9,34,4.8,67,9.3,1010,Taipa
2/9/2021,30.4,24.6,35,4.3,55,7.5,1008.9,Taipa
3/9/2021,31.3,25.3,35,0,84,6.2,1006.9,Taipa
4/9/2021,31.4,25.4,36,0,120,7.3,1007.6,Taipa
5/9/2021,30.9,25,37,0,70,7.2,1009.5,Taipa
6/9/2021,29.9,25,36,0.3,21,7.4,1010.4,Taipa
7/9/2021,30.7,24.6,37,0,69,8.1,1010.4,Taipa
8/9/2021,29.5,25,35.5,0,22,7.8,1009.4,Taipa
9/9/2021,31.9,25,37,0,27,7.4,1008.9,Taipa
10/9/2021,31.5,26.1,36.5,0,48,7.3,1008.1,Taipa
11/9/2021,32.9,25.8,38,0,1,8.1,1004.2,Taipa
12/9/2021,33.1,25.8,38,0,1,8.4,1001.7,Taipa
13/9/2021,32.4,26.1,37.2,0,67,7.6,1005.9,Taipa
14/9/2021,29.2,25.4,35,0,64,8.2,1011.1,Taipa
15/9/2021,30.6,25.3,35.6,0,353,6.2,1011.2,Taipa
16/9/2021,27.7,24.2,35.6,39.4,334,6.6,1009.3,Taipa
17/9/2021,29.3,23.8,35,0.3,62,6.2,1009,Taipa
18/9/2021,29.3,24.5,34.5,0,87,8.7,1010.7,Taipa
19/9/2021,30.9,25,36,13.7,109,10.4,1010.8,Taipa
20/9/2021,29.6,24.4,35,4.8,96,7,1010.1,Taipa
21/9/2021,30.3,24.1,34.2,0,31,8,1009.1,Taipa
22/9/2021,30.7,24.5,36,0.3,40,6.9,1010.1,Taipa
23/9/2021,28.4,24.4,34.5,13.2,56,8.8,1012.9,Taipa
24/9/2021,28.7,24.2,35,2.8,67,8.5,1013.7,Taipa
25/9/2021,30.3,23.9,35,0,66,8.1,1012.7,Taipa
26/9/2021,30.7,24.3,34,0,99,6.8,1011.8,Taipa
27/9/2021,31.4,24.2,36,0,278,5.9,1010.3,Taipa
28/9/2021,31.2,25.5,35,0,130,6.8,1008.9,Taipa
29/9/2021,31.7,27,36,0,213,6.8,1007.5,Taipa
30/9/2021,31.6,25.3,36,0,359,6.6,1007.6,Taipa
1/10/2021,28.3,23.7,36,0.5,31,7.6,1008.8,Taipa
2/10/2021,30.4,23.7,34,0,103,6.7,1010.5,Taipa
